Complaint_ID,Customer_ID,Complaint_Type,Priority,Created_Date,Closed_Date,TAT_Hours,Status
CMP01038,C100441,Gas Leakage,High,2025-01-17,,,Pending
CMP01039,C100756,Gas Leakage,High,2025-05-05,2025-05-05,2.2,Closed
CMP01040,C100709,Gas Leakage,High,2025-07-15,,,Pending
CMP01041,C100811,Billing Issue,Medium,2025-04-28,2025-05-02,117.72,Closed
CMP01042,C100457,Billing Issue,Medium,2025-11-21,,,Pending
CMP01043,C100411,Meter Issue,Medium,2025-10-01,2025-10-06,124.7,Closed
CMP01044,C100634,Billing Issue,Medium,2025-09-15,,,Pending
CMP01045,C100698,Meter Issue,Low,2025-11-05,2025-11-10,127.55,Closed
CMP01046,C100542,Low Pressure,Low,2025-03-17,2025-03-17,8.42,Closed
CMP01047,C100319,No Gas Supply,Medium,2025-07-19,2025-07-19,2.05,Closed
CMP01048,C100896,Meter Issue,Low,2025-06-05,,,Pending
CMP01049,C100921,Meter Issue,Medium,2025-08-13,2025-08-17,115.67,Closed
CMP01050,C100787,No Gas Supply,Low,2025-04-30,2025-04-30,2.88,Closed
CMP01051,C100119,Meter Issue,Low,2025-04-01,,,Pending
CMP01052,C100741,Meter Issue,Low,2025-01-10,2025-01-11,44.91,Closed
CMP01053,C100074,Billing Issue,Medium,2025-06-09,,,Pending
CMP01054,C100843,No Gas Supply,Low,2025-12-03,2025-12-03,2.2,Closed
CMP01055,C100626,No Gas Supply,Medium,2025-05-30,2025-05-30,1.56,Closed
CMP01056,C100863,No Gas Supply,Low,2025-04-09,2025-04-09,1.1,Closed
CMP01057,C100653,Meter Issue,Medium,2025-08-06,2025-08-11,132.93,Closed
CMP01058,C100243,Meter Issue,Medium,2025-05-20,2025-05-23,94.79,Closed
CMP01059,C100979,Meter Issue,Low,2025-06-23,2025-06-27,103.33,Closed
CMP01060,C100385,No Gas Supply,Low,2025-11-01,2025-11-01,1.59,Closed
CMP01061,C100416,Low Pressure,Low,2025-05-24,2025-05-24,15.51,Closed
CMP01062,C100160,Meter Issue,Medium,2025-02-21,2025-02-26,123.31,Closed
CMP01063,C100141,Billing Issue,Medium,2025-07-02,2025-07-07,142.56,Closed
CMP01064,C100737,Gas Leakage,High,2025-03-22,,,Pending
CMP01065,C100920,Low Pressure,Low,2025-04-22,,,Pending
CMP01066,C100596,Low Pressure,Medium,2025-10-19,2025-10-19,23.44,Closed
CMP01067,C100807,Low Pressure,Low,2025-01-03,2025-01-03,12.68,Closed
CMP01068,C100247,Billing Issue,Low,2025-10-08,2025-10-11,73.37,Closed
CMP01069,C100840,Billing Issue,Low,2025-03-28,2025-03-30,66.04,Closed
CMP01070,C100486,Gas Leakage,High,2025-04-09,2025-04-09,2.8,Closed
CMP01071,C100881,Gas Leakage,High,2025-09-06,2025-09-06,1.55,Closed
CMP01072,C100426,No Gas Supply,Low,2025-08-15,2025-08-15,2.76,Closed
CMP01073,C100466,Billing Issue,Medium,2025-08-12,2025-08-18,144.05,Closed
CMP01074,C100265,Meter Issue,Low,2025-04-03,2025-04-06,95.01,Closed
CMP01075,C100337,No Gas Supply,Medium,2025-11-28,2025-11-28,2.87,Closed
CMP01076,C100210,Meter Issue,Medium,2025-07-08,2025-07-14,146.01,Closed
CMP01077,C100688,Gas Leakage,High,2025-12-02,,,Pending
CMP01078,C100602,Gas Leakage,High,2025-11-07,2025-11-07,0.69,Closed
CMP01079,C100730,Meter Issue,Medium,2025-07-21,2025-07-25,107.6,Closed
CMP01080,C100186,Billing Issue,Low,2025-09-12,2025-09-17,133.83,Closed
CMP01081,C100480,Gas Leakage,High,2025-12-10,,,Pending
CMP01082,C100642,Meter Issue,Medium,2025-09-28,2025-10-02,115.63,Closed
CMP01083,C100869,Gas Leakage,High,2025-10-16,2025-10-16,0.59,Closed
CMP01084,C100571,Low Pressure,Low,2025-01-13,2025-01-13,14.8,Closed
CMP01085,C100530,Low Pressure,Low,2025-07-13,2025-07-13,22.77,Closed
CMP01086,C100795,Meter Issue,Medium,2025-08-27,,,Pending
CMP01087,C100369,Low Pressure,Low,2025-07-15,,,Pending
CMP01088,C100575,Gas Leakage,High,2025-08-06,2025-08-06,2.26,Closed
CMP01089,C100722,No Gas Supply,Low,2025-11-26,2025-11-26,2.54,Closed
CMP01090,C100437,No Gas Supply,Medium,2025-08-19,2025-08-19,1.38,Closed
CMP01091,C100664,No Gas Supply,Medium,2025-03-15,2025-03-15,1.76,Closed
CMP01092,C100565,Low Pressure,Low,2025-02-08,2025-02-08,7.33,Closed
CMP01093,C100336,Meter Issue,Medium,2025-08-15,2025-08-21,156.48,Closed
CMP01094,C100640,No Gas Supply,Medium,2025-09-18,2025-09-18,1.93,Closed
CMP01095,C100615,Low Pressure,Medium,2025-07-24,2025-07-24,18.83,Closed
CMP01096,C100205,Low Pressure,Low,2025-04-09,2025-04-09,21.63,Closed
CMP01097,C100043,Billing Issue,Medium,2025-09-12,,,Pending
CMP01098,C100784,Meter Issue,Medium,2025-06-03,2025-06-08,130.29,Closed
CMP01099,C100051,No Gas Supply,Medium,2025-01-02,,,Pending
CMP01100,C100083,Low Pressure,Low,2025-09-14,,,Pending
CMP01101,C100664,Gas Leakage,High,2025-06-21,2025-06-21,1.03,Closed
CMP01102,C100536,Gas Leakage,High,2025-05-27,2025-05-27,2.01,Closed
CMP01103,C100611,Gas Leakage,High,2025-12-12,2025-12-12,2.1,Closed
CMP01104,C100021,Low Pressure,Low,2025-08-15,2025-08-15,8.06,Closed
CMP01105,C100670,Billing Issue,Low,2025-05-31,,,Pending
CMP01106,C100484,Billing Issue,Low,2025-03-30,2025-04-01,70.83,Closed
CMP01107,C100244,Gas Leakage,High,2025-01-22,2025-01-22,2.6,Closed
CMP01108,C100288,Billing Issue,Medium,2025-08-31,2025-09-03,78.23,Closed
CMP01109,C100888,Low Pressure,Low,2025-10-01,2025-10-01,13.86,Closed
CMP01110,C100471,Low Pressure,Low,2025-05-06,2025-05-06,18.92,Closed
CMP01111,C100881,Low Pressure,Medium,2025-03-27,2025-03-27,10.82,Closed
CMP01112,C100985,Billing Issue,Low,2025-06-25,2025-06-26,33.78,Closed
CMP01113,C100797,Billing Issue,Medium,2025-10-02,2025-10-03,25.24,Closed
CMP01114,C100173,No Gas Supply,Medium,2025-04-04,2025-04-04,2.7,Closed
CMP01115,C100225,No Gas Supply,Low,2025-09-07,2025-09-07,1.78,Closed
CMP01116,C100221,Gas Leakage,High,2025-09-23,,,Pending
CMP01117,C100435,Low Pressure,Medium,2025-03-11,,,Pending
CMP01118,C100193,Gas Leakage,High,2025-03-10,,,Pending
CMP01119,C100629,Meter Issue,Low,2025-03-26,2025-03-30,98.31,Closed
CMP01120,C100232,Gas Leakage,High,2025-07-27,2025-07-27,0.68,Closed
CMP01121,C100259,No Gas Supply,Low,2025-03-07,2025-03-07,2.21,Closed
CMP01122,C100903,Low Pressure,Medium,2025-04-02,2025-04-02,8.14,Closed
CMP01123,C100149,Gas Leakage,High,2025-02-18,,,Pending
CMP01124,C100405,Low Pressure,Low,2025-07-31,2025-07-31,20.38,Closed
CMP01125,C100575,Low Pressure,Medium,2025-09-09,,,Pending
CMP01126,C100059,Gas Leakage,High,2025-09-17,2025-09-17,2.31,Closed
CMP01127,C100050,Gas Leakage,High,2025-05-11,,,Pending
CMP01128,C100512,Low Pressure,Low,2025-12-31,,,Pending
CMP01129,C100703,Meter Issue,Medium,2025-06-17,2025-06-21,98.2,Closed
CMP01130,C100440,Gas Leakage,High,2025-10-22,,,Pending
CMP01131,C100194,No Gas Supply,Medium,2025-09-05,2025-09-05,2.72,Closed
CMP01132,C100954,Low Pressure,Low,2025-10-14,2025-10-14,20.77,Closed
CMP01133,C100560,Gas Leakage,High,2025-08-10,2025-08-10,2.93,Closed
CMP01134,C100773,No Gas Supply,Medium,2025-06-24,2025-06-24,1.21,Closed
CMP01135,C100709,Low Pressure,Medium,2025-09-21,2025-09-21,12.18,Closed
CMP01136,C100683,Billing Issue,Low,2025-03-12,2025-03-17,134.7,Closed
CMP01137,C100688,Billing Issue,Medium,2025-06-22,,,Pending
CMP01138,C100704,Meter Issue,Medium,2025-04-21,2025-04-26,131.42,Closed
CMP01139,C100884,Gas Leakage,High,2025-03-20,2025-03-20,2.57,Closed
CMP01140,C100963,Gas Leakage,High,2025-05-30,,,Pending
CMP01141,C100320,No Gas Supply,Low,2025-06-25,2025-06-25,2.5,Closed
CMP01142,C100458,Gas Leakage,High,2025-03-27,2025-03-27,2.46,Closed
CMP01143,C100108,Meter Issue,Low,2025-04-22,2025-04-25,73.67,Closed
CMP01144,C100796,No Gas Supply,Low,2025-01-31,2025-01-31,2.83,Closed
CMP01145,C100348,No Gas Supply,Low,2025-02-20,2025-02-20,2.5,Closed
CMP01146,C100568,Low Pressure,Medium,2025-06-26,2025-06-26,12.33,Closed
CMP01147,C100004,No Gas Supply,Medium,2025-07-23,2025-07-23,2.04,Closed
CMP01148,C100925,Meter Issue,Low,2025-09-15,2025-09-20,140.34,Closed
CMP01149,C100025,Low Pressure,Medium,2025-08-22,,,Pending
CMP01150,C100735,Meter Issue,Low,2025-06-25,,,Pending
CMP01151,C100311,Billing Issue,Medium,2025-01-23,2025-01-29,150.03,Closed
CMP01152,C100225,Meter Issue,Low,2025-07-15,2025-07-21,166.32,Closed
CMP01153,C100164,No Gas Supply,Low,2025-06-30,2025-06-30,2.41,Closed
CMP01154,C100096,Gas Leakage,High,2025-08-28,,,Pending
CMP01155,C100448,Billing Issue,Low,2025-02-24,2025-02-26,54.14,Closed
CMP01156,C100330,No Gas Supply,Medium,2025-01-05,2025-01-05,2.05,Closed
CMP01157,C100708,Billing Issue,Medium,2025-07-13,2025-07-14,27.2,Closed
CMP01158,C100622,Meter Issue,Low,2025-10-25,,,Pending
CMP01159,C100233,Meter Issue,Medium,2025-07-24,2025-07-25,41.78,Closed
CMP01160,C100913,Low Pressure,Medium,2025-05-21,2025-05-21,4.29,Closed
CMP01161,C100131,No Gas Supply,Low,2025-01-14,2025-01-14,2.39,Closed
CMP01162,C100596,Gas Leakage,High,2025-01-03,,,Pending
CMP01163,C100134,No Gas Supply,Low,2025-02-21,2025-02-21,1.55,Closed
CMP01164,C100610,No Gas Supply,Low,2025-01-26,2025-01-26,1.58,Closed
CMP01165,C100031,Meter Issue,Medium,2025-11-28,2025-12-04,162.82,Closed
CMP01166,C100398,Gas Leakage,High,2025-09-25,,,Pending
CMP01167,C100458,No Gas Supply,Low,2025-02-23,2025-02-23,1.51,Closed
CMP01168,C100912,Gas Leakage,High,2025-12-27,,,Pending
CMP01169,C100200,Meter Issue,Medium,2025-01-04,2025-01-10,154.09,Closed
CMP01170,C100962,Meter Issue,Low,2025-12-05,,,Pending
CMP01171,C100805,Meter Issue,Low,2025-08-09,2025-08-12,85.38,Closed
CMP01172,C100492,Low Pressure,Medium,2025-12-05,2025-12-05,10.88,Closed
CMP01173,C100861,Gas Leakage,High,2025-04-23,2025-04-23,2.81,Closed
CMP01174,C100911,Low Pressure,Medium,2025-01-24,,,Pending
CMP01175,C100359,No Gas Supply,Low,2025-04-08,2025-04-08,2.07,Closed
CMP01176,C100653,Meter Issue,Low,2025-03-15,2025-03-21,162.81,Closed
CMP01177,C100856,Meter Issue,Low,2025-03-07,2025-03-13,149.46,Closed
CMP01178,C100971,No Gas Supply,Medium,2025-03-31,,,Pending
CMP01179,C100771,Billing Issue,Low,2025-04-10,,,Pending
CMP01180,C100106,Meter Issue,Low,2025-04-11,,,Pending
CMP01181,C100416,Gas Leakage,High,2025-01-14,2025-01-14,1.6,Closed
CMP01182,C100397,Billing Issue,Low,2025-04-15,2025-04-20,140.73,Closed
CMP01183,C100331,No Gas Supply,Low,2025-03-05,2025-03-05,2.48,Closed
CMP01184,C100489,No Gas Supply,Medium,2025-12-18,2025-12-18,1.85,Closed
CMP01185,C100449,No Gas Supply,Medium,2025-06-14,,,Pending
CMP01186,C100871,Meter Issue,Medium,2025-06-13,2025-06-15,65.09,Closed
CMP01187,C100068,Gas Leakage,High,2025-02-22,2025-02-22,1.33,Closed
CMP01188,C100537,Billing Issue,Medium,2025-05-28,2025-05-30,58.76,Closed
CMP01189,C100184,Billing Issue,Low,2025-09-18,2025-09-22,98.31,Closed
CMP01190,C100652,Billing Issue,Medium,2025-07-31,2025-08-02,53.48,Closed
CMP01191,C100907,Meter Issue,Medium,2025-09-07,2025-09-12,129.44,Closed
CMP01192,C100750,No Gas Supply,Medium,2025-11-27,2025-11-27,2.94,Closed
CMP01193,C100511,Low Pressure,Low,2025-07-30,2025-07-30,19.53,Closed
CMP01194,C100441,Billing Issue,Low,2025-06-16,2025-06-18,53.26,Closed
CMP01195,C100491,No Gas Supply,Low,2025-01-22,2025-01-22,2.28,Closed
CMP01196,C100119,Billing Issue,Low,2025-04-13,2025-04-15,66.93,Closed
CMP01197,C100156,No Gas Supply,Medium,2025-03-19,2025-03-19,1.85,Closed
CMP01198,C100904,Billing Issue,Low,2025-09-14,,,Pending
CMP01199,C100818,No Gas Supply,Medium,2025-01-01,2025-01-01,2.65,Closed
CMP01200,C100894,Billing Issue,Low,2025-01-18,2025-01-24,144.02,Closed
CMP01201,C100059,Low Pressure,Medium,2025-04-03,2025-04-03,16.0,Closed
CMP01202,C100493,Gas Leakage,High,2025-08-17,2025-08-17,2.68,Closed
CMP01203,C100852,Billing Issue,Low,2025-07-17,,,Pending
CMP01204,C100330,No Gas Supply,Low,2025-12-26,2025-12-26,1.66,Closed
CMP01205,C100634,Low Pressure,Medium,2025-09-14,2025-09-14,17.88,Closed
CMP01206,C100439,Meter Issue,Low,2025-03-26,2025-03-29,93.13,Closed
CMP01207,C100695,Billing Issue,Low,2025-10-26,,,Pending
CMP01208,C100749,No Gas Supply,Low,2025-12-11,2025-12-11,2.53,Closed
CMP01209,C100422,Meter Issue,Low,2025-10-11,2025-10-15,106.95,Closed
CMP01210,C100104,Meter Issue,Low,2025-02-15,2025-02-16,27.26,Closed
CMP01211,C100235,Billing Issue,Medium,2025-11-09,2025-11-15,167.53,Closed
CMP01212,C100651,Low Pressure,Medium,2025-06-23,,,Pending
CMP01213,C100633,No Gas Supply,Low,2025-10-09,2025-10-09,2.33,Closed
CMP01214,C100423,Meter Issue,Medium,2025-03-28,2025-04-01,99.93,Closed
CMP01215,C100327,Billing Issue,Medium,2025-11-12,2025-11-18,145.78,Closed
CMP01216,C100836,Meter Issue,Low,2025-07-01,2025-07-02,37.9,Closed
CMP01217,C100767,Gas Leakage,High,2025-07-20,2025-07-20,1.66,Closed
CMP01218,C100779,Gas Leakage,High,2025-03-28,2025-03-28,1.89,Closed
CMP01219,C100479,Gas Leakage,High,2025-01-19,,,Pending
CMP01220,C100926,Low Pressure,Medium,2025-03-24,2025-03-24,13.81,Closed
CMP01221,C100400,Billing Issue,Medium,2025-04-15,2025-04-21,158.29,Closed
CMP01222,C100344,Meter Issue,Medium,2025-07-01,,,Pending
CMP01223,C100779,Billing Issue,Low,2025-08-22,2025-08-26,117.86,Closed
CMP01224,C100128,Meter Issue,Medium,2025-08-25,,,Pending
CMP01225,C100286,Low Pressure,Medium,2025-07-13,2025-07-13,22.62,Closed
CMP01226,C100273,Meter Issue,Low,2025-06-03,2025-06-05,59.33,Closed
CMP01227,C100213,No Gas Supply,Medium,2025-12-12,2025-12-12,1.08,Closed
CMP01228,C100961,No Gas Supply,Low,2025-10-26,2025-10-26,1.62,Closed
CMP01229,C100528,Meter Issue,Medium,2025-06-10,2025-06-13,82.75,Closed
CMP01230,C100217,Meter Issue,Medium,2025-06-28,2025-06-29,37.86,Closed
CMP01231,C100516,Billing Issue,Medium,2025-04-16,,,Pending
CMP01232,C100602,Billing Issue,Medium,2025-09-19,,,Pending
CMP01233,C100636,Low Pressure,Low,2025-08-27,,,Pending
CMP01234,C100356,Low Pressure,Low,2025-04-22,2025-04-22,7.28,Closed
CMP01235,C100140,No Gas Supply,Medium,2025-04-16,,,Pending
CMP01236,C100547,Billing Issue,Low,2025-12-12,,,Pending
CMP01237,C100867,Low Pressure,Low,2025-02-10,,,Pending
CMP01238,C100086,Meter Issue,Medium,2025-04-24,,,Pending
CMP01239,C100333,Meter Issue,Medium,2025-05-10,,,Pending
CMP01240,C100681,Low Pressure,Medium,2025-12-19,2025-12-19,7.49,Closed
CMP01241,C100392,Low Pressure,Medium,2025-11-03,2025-11-03,17.89,Closed
CMP01242,C100960,Meter Issue,Medium,2025-04-25,,,Pending
CMP01243,C100473,Gas Leakage,High,2025-08-28,,,Pending
CMP01244,C100582,No Gas Supply,Low,2025-12-17,2025-12-17,1.58,Closed
CMP01245,C100306,Gas Leakage,High,2025-12-03,2025-12-03,1.53,Closed
CMP01246,C100820,Billing Issue,Medium,2025-01-07,2025-01-11,110.24,Closed
CMP01247,C100859,Gas Leakage,High,2025-11-29,2025-11-29,2.73,Closed
CMP01248,C100328,Meter Issue,Low,2025-06-25,,,Pending
CMP01249,C100628,Billing Issue,Low,2025-09-16,2025-09-22,147.41,Closed
CMP01250,C100769,Gas Leakage,High,2025-10-20,2025-10-20,2.59,Closed
CMP01251,C100183,Billing Issue,Low,2025-07-01,2025-07-07,166.43,Closed
CMP01252,C100872,Billing Issue,Low,2025-10-19,2025-10-25,155.3,Closed
CMP01253,C100441,Billing Issue,Low,2025-12-05,2025-12-11,162.07,Closed
CMP01254,C100045,Billing Issue,Medium,2025-11-18,2025-11-22,109.68,Closed
CMP01255,C100843,Gas Leakage,High,2025-05-31,2025-05-31,1.8,Closed
CMP01256,C100280,Billing Issue,Low,2025-06-16,2025-06-19,79.37,Closed
CMP01257,C100030,Gas Leakage,High,2025-12-27,2025-12-27,0.76,Closed
CMP01258,C100752,No Gas Supply,Low,2025-11-21,2025-11-21,2.07,Closed
CMP01259,C100180,Low Pressure,Low,2025-06-12,2025-06-12,11.25,Closed
CMP01260,C100687,Gas Leakage,High,2025-11-13,2025-11-13,2.51,Closed
CMP01261,C100860,Billing Issue,Low,2025-10-16,2025-10-19,81.22,Closed
CMP01262,C100885,Gas Leakage,High,2025-09-17,2025-09-17,1.31,Closed
CMP01263,C100813,Gas Leakage,High,2025-10-14,2025-10-14,2.61,Closed
CMP01264,C100884,Billing Issue,Medium,2025-09-18,2025-09-22,107.66,Closed
CMP01265,C100615,Gas Leakage,High,2025-03-21,2025-03-21,0.8,Closed
CMP01266,C100866,Billing Issue,Low,2025-11-01,2025-11-02,40.28,Closed
CMP01267,C100727,Low Pressure,Medium,2025-12-12,2025-12-12,5.15,Closed
CMP01268,C100747,Low Pressure,Medium,2025-12-07,2025-12-07,5.74,Closed
CMP01269,C100060,Gas Leakage,High,2025-12-28,2025-12-28,1.31,Closed
CMP01270,C100725,Meter Issue,Low,2025-11-16,2025-11-19,90.68,Closed
CMP01271,C100406,No Gas Supply,Medium,2025-03-02,2025-03-02,1.23,Closed
CMP01272,C100829,Billing Issue,Low,2025-04-27,,,Pending
CMP01273,C100366,No Gas Supply,Low,2025-05-22,2025-05-22,2.28,Closed
CMP01274,C100913,No Gas Supply,Low,2025-11-26,2025-11-26,2.9,Closed
CMP01275,C100240,Low Pressure,Low,2025-07-29,2025-07-29,18.26,Closed
CMP01276,C100335,No Gas Supply,Medium,2025-07-31,2025-07-31,2.27,Closed
CMP01277,C100848,No Gas Supply,Medium,2025-12-19,,,Pending
CMP01278,C100930,Meter Issue,Medium,2025-08-30,2025-09-01,65.63,Closed
CMP01279,C100380,No Gas Supply,Low,2025-09-22,,,Pending
CMP01280,C100007,Billing Issue,Medium,2025-11-05,2025-11-11,156.19,Closed
CMP01281,C100030,Billing Issue,Low,2025-08-05,2025-08-06,27.54,Closed
CMP01282,C100586,Meter Issue,Medium,2025-07-25,2025-07-30,132.09,Closed
CMP01283,C100759,Billing Issue,Low,2025-08-28,2025-09-03,150.31,Closed
CMP01284,C100235,No Gas Supply,Low,2025-11-11,,,Pending
CMP01285,C100247,Gas Leakage,High,2025-12-12,2025-12-12,1.61,Closed
CMP01286,C100546,Billing Issue,Low,2025-05-10,,,Pending
CMP01287,C100657,Low Pressure,Medium,2025-02-25,,,Pending
CMP01288,C100577,No Gas Supply,Medium,2025-09-21,,,Pending
CMP01289,C100123,Low Pressure,Low,2025-07-21,2025-07-21,9.97,Closed
CMP01290,C100707,No Gas Supply,Low,2025-08-23,2025-08-23,1.43,Closed
CMP01291,C100383,Low Pressure,Low,2025-09-07,,,Pending
CMP01292,C100343,Gas Leakage,High,2025-10-08,,,Pending
CMP01293,C100797,No Gas Supply,Medium,2025-08-04,2025-08-04,1.32,Closed
CMP01294,C100871,Meter Issue,Medium,2025-11-15,,,Pending
CMP01295,C100658,No Gas Supply,Medium,2025-03-24,2025-03-24,1.19,Closed
CMP01296,C100189,Gas Leakage,High,2025-06-15,2025-06-15,2.94,Closed
CMP01297,C100993,No Gas Supply,Low,2025-06-09,2025-06-09,1.48,Closed
CMP01298,C100835,Meter Issue,Medium,2025-07-05,2025-07-09,96.26,Closed
CMP01299,C100601,Billing Issue,Low,2025-10-11,2025-10-14,80.13,Closed
CMP01300,C100247,No Gas Supply,Low,2025-04-26,2025-04-26,1.65,Closed
CMP01301,C100998,Billing Issue,Medium,2025-03-27,2025-04-02,161.46,Closed
CMP01302,C100884,Meter Issue,Low,2025-06-05,2025-06-07,70.4,Closed
CMP01303,C100254,Low Pressure,Medium,2025-02-27,2025-02-27,16.78,Closed
CMP01304,C100968,Meter Issue,Medium,2025-06-18,,,Pending
CMP01305,C100089,Meter Issue,Low,2025-08-03,2025-08-06,86.87,Closed
CMP01306,C100663,Meter Issue,Low,2025-05-23,2025-05-28,131.13,Closed
CMP01307,C100420,Low Pressure,Low,2025-05-23,2025-05-23,15.48,Closed
CMP01308,C100422,Low Pressure,Low,2025-10-08,2025-10-08,22.16,Closed
CMP01309,C100522,Billing Issue,Low,2025-12-07,2025-12-13,146.01,Closed
CMP01310,C100764,No Gas Supply,Medium,2025-08-30,,,Pending
CMP01311,C100010,Low Pressure,Medium,2025-04-05,2025-04-05,23.31,Closed
CMP01312,C100201,Gas Leakage,High,2025-02-20,2025-02-20,2.81,Closed
CMP01313,C100713,No Gas Supply,Low,2025-07-03,2025-07-03,1.19,Closed
CMP01314,C100401,Low Pressure,Low,2025-09-07,2025-09-07,19.61,Closed
CMP01315,C100082,Meter Issue,Low,2025-06-23,2025-06-24,40.84,Closed
CMP01316,C100734,Gas Leakage,High,2025-08-13,2025-08-13,1.09,Closed
CMP01317,C100649,Billing Issue,Low,2025-02-25,2025-02-27,71.34,Closed
CMP01318,C100338,Gas Leakage,High,2025-01-30,,,Pending
CMP01319,C100557,Billing Issue,Low,2025-09-21,2025-09-22,39.78,Closed
CMP01320,C100023,Meter Issue,Medium,2025-08-18,2025-08-23,136.74,Closed
CMP01321,C100589,Low Pressure,Medium,2025-02-19,2025-02-19,21.09,Closed
CMP01322,C100719,Gas Leakage,High,2025-11-22,2025-11-22,0.8,Closed
CMP01323,C100621,Billing Issue,Low,2025-10-19,2025-10-23,110.37,Closed
CMP01324,C100974,Billing Issue,Low,2025-07-07,2025-07-11,103.58,Closed
CMP01325,C100154,Low Pressure,Medium,2025-11-26,,,Pending
CMP01326,C100042,Gas Leakage,High,2025-09-29,,,Pending
CMP01327,C100190,Low Pressure,Medium,2025-10-23,2025-10-23,17.14,Closed
CMP01328,C100751,No Gas Supply,Medium,2025-03-30,2025-03-30,1.26,Closed
CMP01329,C100250,Billing Issue,Medium,2025-10-07,,,Pending
CMP01330,C100311,Low Pressure,Low,2025-05-25,2025-05-25,17.96,Closed
CMP01331,C100799,No Gas Supply,Low,2025-07-25,2025-07-25,2.86,Closed
CMP01332,C100266,Gas Leakage,High,2025-06-23,2025-06-23,1.42,Closed
CMP01333,C100169,Billing Issue,Medium,2025-01-11,2025-01-17,145.29,Closed
CMP01334,C100900,Meter Issue,Medium,2025-06-14,2025-06-15,41.08,Closed
CMP01335,C100901,Gas Leakage,High,2025-07-26,2025-07-26,1.92,Closed
CMP01336,C100098,Meter Issue,Medium,2025-09-30,2025-10-01,44.81,Closed
CMP01337,C100922,No Gas Supply,Medium,2025-05-19,,,Pending
CMP01338,C100873,Gas Leakage,High,2025-03-29,,,Pending
CMP01339,C100687,Gas Leakage,High,2025-12-23,2025-12-23,2.66,Closed
CMP01340,C100849,Meter Issue,Low,2025-10-13,,,Pending
CMP01341,C100933,Billing Issue,Medium,2025-10-02,2025-10-07,142.53,Closed
CMP01342,C100533,Billing Issue,Low,2025-11-16,,,Pending
CMP01343,C100183,Billing Issue,Medium,2025-09-30,2025-10-02,50.36,Closed
CMP01344,C100279,Meter Issue,Low,2025-02-01,,,Pending
CMP01345,C100103,Meter Issue,Medium,2025-08-29,2025-09-02,99.43,Closed
CMP01346,C100319,Low Pressure,Medium,2025-06-01,2025-06-01,21.2,Closed
CMP01347,C100460,Meter Issue,Low,2025-11-16,2025-11-17,33.01,Closed
CMP01348,C100590,Billing Issue,Low,2025-08-21,2025-08-25,119.02,Closed
CMP01349,C100077,No Gas Supply,Low,2025-03-28,2025-03-28,1.67,Closed
CMP01350,C100782,Low Pressure,Medium,2025-02-16,2025-02-16,17.16,Closed
CMP01351,C100299,Gas Leakage,High,2025-07-07,2025-07-07,1.68,Closed
CMP01352,C100508,No Gas Supply,Medium,2025-03-25,2025-03-25,1.85,Closed
CMP01353,C100885,Billing Issue,Low,2025-07-10,2025-07-12,64.01,Closed
CMP01354,C100314,Low Pressure,Low,2025-09-26,2025-09-26,20.05,Closed
CMP01355,C100222,Billing Issue,Low,2025-07-14,2025-07-16,48.49,Closed
CMP01356,C100240,Meter Issue,Medium,2025-01-14,2025-01-18,108.01,Closed
CMP01357,C100012,No Gas Supply,Low,2025-07-19,2025-07-19,2.07,Closed
CMP01358,C100255,Low Pressure,Medium,2025-09-30,2025-09-30,4.04,Closed
CMP01359,C100823,No Gas Supply,Medium,2025-07-24,2025-07-24,1.85,Closed
CMP01360,C100709,Billing Issue,Medium,2025-06-17,2025-06-23,149.88,Closed
CMP01361,C100078,Gas Leakage,High,2025-12-03,2025-12-03,1.05,Closed
CMP01362,C100688,Low Pressure,Low,2025-09-18,2025-09-18,11.57,Closed
CMP01363,C100339,Gas Leakage,High,2025-01-10,,,Pending
CMP01364,C100892,No Gas Supply,Medium,2025-03-19,2025-03-19,2.76,Closed
CMP01365,C100287,Meter Issue,Medium,2025-04-29,,,Pending
CMP01366,C100972,Low Pressure,Low,2025-01-31,,,Pending
CMP01367,C100482,No Gas Supply,Medium,2025-06-04,2025-06-04,1.69,Closed
CMP01368,C100301,No Gas Supply,Medium,2025-04-17,2025-04-17,1.84,Closed
CMP01369,C100692,Low Pressure,Low,2025-05-03,2025-05-03,17.57,Closed
CMP01370,C100970,Meter Issue,Medium,2025-01-30,2025-02-03,118.49,Closed
CMP01371,C100307,No Gas Supply,Low,2025-05-15,2025-05-15,1.97,Closed
CMP01372,C100222,Gas Leakage,High,2025-11-15,2025-11-15,0.77,Closed
CMP01373,C100764,Low Pressure,Low,2025-05-05,2025-05-05,11.14,Closed
CMP01374,C100255,Low Pressure,Low,2025-12-17,2025-12-17,17.3,Closed
CMP01375,C100907,No Gas Supply,Medium,2025-08-15,2025-08-15,2.61,Closed
CMP01376,C100756,Meter Issue,Low,2025-08-27,2025-08-28,43.43,Closed
CMP01377,C100098,Billing Issue,Low,2025-07-11,,,Pending
CMP01378,C100030,No Gas Supply,Low,2025-07-21,2025-07-21,2.66,Closed
CMP01379,C100346,Billing Issue,Medium,2025-06-05,2025-06-07,48.76,Closed
CMP01380,C100990,Low Pressure,Medium,2025-04-29,,,Pending
CMP01381,C100099,Gas Leakage,High,2025-06-30,2025-06-30,2.8,Closed
CMP01382,C100948,Billing Issue,Low,2025-08-10,2025-08-14,104.84,Closed
