Reading_ID,Reading_Date,Customer_ID,Previous_Reading,Current_Reading,Consumption_SCM,Correction_Factor,Corrected_Consumption_SCM,Rate_Per_SCM,Total_Sales
R009850,2025-10-01,C100850,14978,15488,510,1.03,525.3,50,26265.0
R009851,2025-10-01,C100851,15573,16186,613,1.01,619.13,50,30956.5
R009852,2025-10-01,C100852,14651,16182,1531,1.02,1561.62,50,78081.0
R009853,2025-10-01,C100853,14321,15060,739,1.02,753.78,50,37689.0
R009854,2025-10-01,C100854,15129,16044,915,1.03,942.45,50,47122.5
R009855,2025-10-01,C100855,13610,15235,1625,1.04,1690.0,50,84500.0
R009856,2025-10-01,C100856,10799,11405,606,1.04,630.24,50,31512.0
R009857,2025-10-01,C100857,11159,12901,1742,1.02,1776.84,50,88842.0
R009858,2025-10-01,C100858,12621,14090,1469,1.01,1483.69,50,74184.5
R009859,2025-10-01,C100859,13035,14063,1028,1.06,1089.68,50,54484.0
R009860,2025-10-01,C100860,14109,15723,1614,1.01,1630.14,50,81507.0
R009861,2025-10-01,C100861,15529,16928,1399,1.03,1440.97,50,72048.5
R009862,2025-10-01,C100862,14565,15786,1221,1.03,1257.63,50,62881.5
R009863,2025-10-01,C100863,12421,13333,912,1.02,930.24,50,46512.0
R009864,2025-10-01,C100864,14615,15949,1334,1.04,1387.36,50,69368.0
R009865,2025-10-01,C100865,13229,14571,1342,1.05,1409.1,50,70455.0
R009866,2025-10-01,C100866,11503,12570,1067,1.04,1109.68,50,55484.0
R009867,2025-10-01,C100867,14417,15988,1571,1.04,1633.84,50,81692.0
R009868,2025-10-01,C100868,11516,12105,589,1.02,600.78,50,30039.0
R009869,2025-10-01,C100869,15272,16045,773,1.04,803.92,50,40196.0
R009870,2025-10-01,C100870,13475,15063,1588,1.03,1635.64,50,81782.0
R009871,2025-10-01,C100871,11482,12177,695,1.03,715.85,50,35792.5
R009872,2025-10-01,C100872,14619,15308,689,1.03,709.67,50,35483.5
R009873,2025-10-01,C100873,13258,13875,617,1.06,654.02,50,32701.0
R009874,2025-10-01,C100874,14648,15585,937,1.05,983.85,50,49192.5
R009875,2025-10-01,C100875,10803,12317,1514,1.01,1529.14,50,76457.0
R009876,2025-10-01,C100876,12125,13500,1375,1.01,1388.75,50,69437.5
R009877,2025-10-01,C100877,12809,14172,1363,1.03,1403.89,50,70194.5
R009878,2025-10-01,C100878,12761,14191,1430,1.06,1515.8,50,75790.0
R009879,2025-10-01,C100879,15533,16497,964,1.03,992.92,50,49646.0
R009880,2025-10-01,C100880,11889,12502,613,1.06,649.78,50,32489.0
R009881,2025-10-01,C100881,14398,16189,1791,1.02,1826.82,50,91341.0
R009882,2025-10-01,C100882,16392,17653,1261,1.02,1286.22,50,64311.0
R009883,2025-10-01,C100883,16394,17154,760,1.06,805.6,50,40280.0
R009884,2025-10-01,C100884,11933,13276,1343,1.06,1423.58,50,71179.0
R009885,2025-10-01,C100885,14072,14604,532,1.03,547.96,50,27398.0
R009886,2025-10-01,C100886,16399,17935,1536,1.05,1612.8,50,80640.0
R009887,2025-10-01,C100887,13648,14864,1216,1.03,1252.48,50,62624.0
R009888,2025-10-01,C100888,15560,16475,915,1.02,933.3,50,46665.0
R009889,2025-10-01,C100889,14373,15440,1067,1.04,1109.68,50,55484.0
R009890,2025-10-01,C100890,11272,12759,1487,1.01,1501.87,50,75093.5
R009891,2025-10-01,C100891,15673,16981,1308,1.04,1360.32,50,68016.0
R009892,2025-10-01,C100892,11585,12993,1408,1.04,1464.32,50,73216.0
R009893,2025-10-01,C100893,14346,14962,616,1.06,652.96,50,32648.0
R009894,2025-10-01,C100894,16358,17468,1110,1.04,1154.4,50,57720.0
R009895,2025-10-01,C100895,15802,17491,1689,1.04,1756.56,50,87828.0
R009896,2025-10-01,C100896,15461,16452,991,1.03,1020.73,50,51036.5
R009897,2025-10-01,C100897,15129,16799,1670,1.04,1736.8,50,86840.0
R009898,2025-10-01,C100898,16390,18042,1652,1.06,1751.12,50,87556.0
R009899,2025-10-01,C100899,11718,12225,507,1.05,532.35,50,26617.5
R009900,2025-10-01,C100900,12381,13694,1313,1.04,1365.52,50,68276.0
R009901,2025-10-01,C100901,11495,12910,1415,1.05,1485.75,50,74287.5
R009902,2025-10-01,C100902,15100,16003,903,1.05,948.15,50,47407.5
R009903,2025-10-01,C100903,13785,14645,860,1.05,903.0,50,45150.0
R009904,2025-10-01,C100904,13391,13933,542,1.02,552.84,50,27642.0
R009905,2025-10-01,C100905,14710,15618,908,1.05,953.4,50,47670.0
R009906,2025-10-01,C100906,13582,14590,1008,1.03,1038.24,50,51912.0
R009907,2025-10-01,C100907,12519,14256,1737,1.04,1806.48,50,90324.0
R009908,2025-10-01,C100908,15359,16075,716,1.02,730.32,50,36516.0
R009909,2025-10-01,C100909,9747,11166,1419,1.06,1504.14,50,75207.0
R009910,2025-10-01,C100910,13374,13938,564,1.02,575.28,50,28764.0
R009911,2025-10-01,C100911,13532,14602,1070,1.02,1091.4,50,54570.0
R009912,2025-10-01,C100912,14119,15265,1146,1.03,1180.38,50,59019.0
R009913,2025-10-01,C100913,13363,14096,733,1.02,747.66,50,37383.0
R009914,2025-10-01,C100914,14881,16569,1688,1.05,1772.4,50,88620.0
R009915,2025-10-01,C100915,14216,15360,1144,1.03,1178.32,50,58916.0
R009916,2025-10-01,C100916,12927,14613,1686,1.04,1753.44,50,87672.0
R009917,2025-10-01,C100917,12133,12808,675,1.05,708.75,50,35437.5
R009918,2025-10-01,C100918,12844,13384,540,1.01,545.4,50,27270.0
R009919,2025-10-01,C100919,13242,14892,1650,1.05,1732.5,50,86625.0
R009920,2025-10-01,C100920,14066,14899,833,1.04,866.32,50,43316.0
R009921,2025-10-01,C100921,14571,15960,1389,1.03,1430.67,50,71533.5
R009922,2025-10-01,C100922,13651,14615,964,1.04,1002.56,50,50128.0
R009923,2025-10-01,C100923,11070,12852,1782,1.02,1817.64,50,90882.0
R009924,2025-10-01,C100924,10824,12453,1629,1.02,1661.58,50,83079.0
R009925,2025-10-01,C100925,13638,15377,1739,1.03,1791.17,50,89558.5
R009926,2025-10-01,C100926,11242,12990,1748,1.01,1765.48,50,88274.0
R009927,2025-10-01,C100927,15248,16678,1430,1.02,1458.6,50,72930.0
R009928,2025-10-01,C100928,11133,12145,1012,1.03,1042.36,50,52118.0
R009929,2025-10-01,C100929,12754,13615,861,1.04,895.44,50,44772.0
R009930,2025-10-01,C100930,12274,13912,1638,1.01,1654.38,50,82719.0
R009931,2025-10-01,C100931,12143,13853,1710,1.03,1761.3,50,88065.0
R009932,2025-10-01,C100932,11875,12643,768,1.02,783.36,50,39168.0
R009933,2025-10-01,C100933,13831,14684,853,1.01,861.53,50,43076.5
R009934,2025-10-01,C100934,13246,14483,1237,1.04,1286.48,50,64324.0
R009935,2025-10-01,C100935,10493,11789,1296,1.06,1373.76,50,68688.0
R009936,2025-10-01,C100936,11371,12314,943,1.01,952.43,50,47621.5
R009937,2025-10-01,C100937,12912,14147,1235,1.02,1259.7,50,62985.0
R009938,2025-10-01,C100938,13696,14783,1087,1.04,1130.48,50,56524.0
R009939,2025-10-01,C100939,11597,12233,636,1.01,642.36,50,32118.0
R009940,2025-10-01,C100940,13837,14419,582,1.05,611.1,50,30555.0
R009941,2025-10-01,C100941,12164,13867,1703,1.01,1720.03,50,86001.5
R009942,2025-10-01,C100942,14396,15505,1109,1.03,1142.27,50,57113.5
R009943,2025-10-01,C100943,11570,12416,846,1.05,888.3,50,44415.0
R009944,2025-10-01,C100944,12748,14376,1628,1.02,1660.56,50,83028.0
R009945,2025-10-01,C100945,13319,14143,824,1.05,865.2,50,43260.0
R009946,2025-10-01,C100946,13454,14660,1206,1.04,1254.24,50,62712.0
R009947,2025-10-01,C100947,14150,15282,1132,1.05,1188.6,50,59430.0
R009948,2025-10-01,C100948,13240,14532,1292,1.05,1356.6,50,67830.0
R009949,2025-10-01,C100949,12833,14022,1189,1.05,1248.45,50,62422.5
R009950,2025-10-01,C100950,14351,15652,1301,1.06,1379.06,50,68953.0
R009951,2025-10-01,C100951,73625,79421,5796,1.05,6085.8,45,273861.0
R009952,2025-10-01,C100952,78052,87810,9758,1.02,9953.16,45,447892.2
R009953,2025-10-01,C100953,72317,78000,5683,1.01,5739.83,45,258292.35
R009954,2025-10-01,C100954,77327,82890,5563,1.05,5841.15,45,262851.75
R009955,2025-10-01,C100955,75083,81164,6081,1.01,6141.81,45,276381.45
R009956,2025-10-01,C100956,73759,84602,10843,1.05,11385.15,45,512331.75
R009957,2025-10-01,C100957,74790,84258,9468,1.04,9846.72,45,443102.4
R009958,2025-10-01,C100958,81489,91907,10418,1.05,10938.9,45,492250.5
R009959,2025-10-01,C100959,67228,76014,8786,1.02,8961.72,45,403277.4
R009960,2025-10-01,C100960,76582,84794,8212,1.04,8540.48,45,384321.6
R009961,2025-10-01,C100961,68573,73967,5394,1.03,5555.82,45,250011.9
R009962,2025-10-01,C100962,71623,81455,9832,1.02,10028.64,45,451288.8
R009963,2025-10-01,C100963,76391,83680,7289,1.03,7507.67,45,337845.15
R009964,2025-10-01,C100964,82266,90071,7805,1.03,8039.15,45,361761.75
R009965,2025-10-01,C100965,78767,88242,9475,1.04,9854.0,45,443430.0
R009966,2025-10-01,C100966,86559,96442,9883,1.02,10080.66,45,453629.7
R009967,2025-10-01,C100967,75166,82251,7085,1.02,7226.7,45,325201.5
R009968,2025-10-01,C100968,80757,88718,7961,1.01,8040.61,45,361827.45
R009969,2025-10-01,C100969,62068,67614,5546,1.04,5767.84,45,259552.8
R009970,2025-10-01,C100970,73508,79352,5844,1.03,6019.32,45,270869.4
R009971,2025-10-01,C100971,67096,72090,4994,1.01,5043.94,45,226977.3
R009972,2025-10-01,C100972,70559,79653,9094,1.05,9548.7,45,429691.5
R009973,2025-10-01,C100973,78879,89276,10397,1.03,10708.91,45,481900.95
R009974,2025-10-01,C100974,74242,82206,7964,1.05,8362.2,45,376299.0
R009975,2025-10-01,C100975,76281,83377,7096,1.02,7237.92,45,325706.4
R009976,2025-10-01,C100976,77800,85297,7497,1.05,7871.85,45,354233.25
R009977,2025-10-01,C100977,78678,85738,7060,1.06,7483.6,45,336762.0
R009978,2025-10-01,C100978,73302,79666,6364,1.05,6682.2,45,300699.0
R009979,2025-10-01,C100979,70239,79422,9183,1.05,9642.15,45,433896.75
R009980,2025-10-01,C100980,83520,90289,6769,1.06,7175.14,45,322881.3
R009981,2025-10-01,C100981,64713,69891,5178,1.02,5281.56,45,237670.2
R009982,2025-10-01,C100982,71671,82174,10503,1.04,10923.12,45,491540.4
R009983,2025-10-01,C100983,58750,66901,8151,1.06,8640.06,45,388802.7
R009984,2025-10-01,C100984,87635,92570,4935,1.06,5231.1,45,235399.5
R009985,2025-10-01,C100985,75219,80910,5691,1.05,5975.55,45,268899.75
R009986,2025-10-01,C100986,61377,66644,5267,1.02,5372.34,45,241755.3
R009987,2025-10-01,C100987,81995,88289,6294,1.04,6545.76,45,294559.2
R009988,2025-10-01,C100988,82761,89505,6744,1.04,7013.76,45,315619.2
R009989,2025-10-01,C100989,69937,81761,11824,1.06,12533.44,45,564004.8
R009990,2025-10-01,C100990,80475,91330,10855,1.04,11289.2,45,508014.0
R009991,2025-10-01,C100991,79418,83518,4100,1.05,4305.0,45,193725.0
R009992,2025-10-01,C100992,86171,96459,10288,1.02,10493.76,45,472219.2
R009993,2025-10-01,C100993,72195,78312,6117,1.01,6178.17,45,278017.65
R009994,2025-10-01,C100994,80712,92138,11426,1.06,12111.56,45,545020.2
R009995,2025-10-01,C100995,86156,95750,9594,1.04,9977.76,45,448999.2
R009996,2025-10-01,C100996,67409,74157,6748,1.02,6882.96,45,309733.2
R009997,2025-10-01,C100997,72236,78574,6338,1.02,6464.76,45,290914.2
R009998,2025-10-01,C100998,79421,83887,4466,1.02,4555.32,45,204989.4
R009999,2025-10-01,C100999,73682,82037,8355,1.02,8522.1,45,383494.5
R010000,2025-10-01,C101000,66754,72707,5953,1.02,6072.06,45,273242.7
R010001,2025-11-01,C100001,2212,2254,42,1.04,43.68,55,2402.4
R010002,2025-11-01,C100002,3660,3722,62,1.01,62.62,55,3444.1
R010003,2025-11-01,C100003,3574,3605,31,1.02,31.62,55,1739.1
R010004,2025-11-01,C100004,5499,5585,86,1.05,90.3,55,4966.5
R010005,2025-11-01,C100005,4845,4922,77,1.06,81.62,55,4489.1
R010006,2025-11-01,C100006,2402,2486,84,1.02,85.68,55,4712.4
R010007,2025-11-01,C100007,4478,4533,55,1.04,57.2,55,3146.0
R010008,2025-11-01,C100008,3235,3330,95,1.06,100.7,55,5538.5
R010009,2025-11-01,C100009,4610,4664,54,1.04,56.16,55,3088.8
R010010,2025-11-01,C100010,3187,3268,81,1.06,85.86,55,4722.3
R010011,2025-11-01,C100011,3382,3426,44,1.03,45.32,55,2492.6
R010012,2025-11-01,C100012,3742,3814,72,1.05,75.6,55,4158.0
R010013,2025-11-01,C100013,4950,5010,60,1.06,63.6,55,3498.0
R010014,2025-11-01,C100014,2107,2177,70,1.03,72.1,55,3965.5
R010015,2025-11-01,C100015,3968,4050,82,1.01,82.82,55,4555.1
R010016,2025-11-01,C100016,2161,2225,64,1.06,67.84,55,3731.2
R010017,2025-11-01,C100017,2044,2137,93,1.05,97.65,55,5370.75
R010018,2025-11-01,C100018,4608,4668,60,1.03,61.8,55,3399.0
R010019,2025-11-01,C100019,3453,3504,51,1.02,52.02,55,2861.1
R010020,2025-11-01,C100020,2717,2808,91,1.06,96.46,55,5305.3
R010021,2025-11-01,C100021,1813,1906,93,1.06,98.58,55,5421.9
R010022,2025-11-01,C100022,4286,4378,92,1.04,95.68,55,5262.4
R010023,2025-11-01,C100023,5605,5676,71,1.05,74.55,55,4100.25
R010024,2025-11-01,C100024,4366,4427,61,1.04,63.44,55,3489.2
R010025,2025-11-01,C100025,5609,5681,72,1.03,74.16,55,4078.8
R010026,2025-11-01,C100026,2491,2530,39,1.03,40.17,55,2209.35
R010027,2025-11-01,C100027,2994,3082,88,1.03,90.64,55,4985.2
R010028,2025-11-01,C100028,2541,2639,98,1.03,100.94,55,5551.7
R010029,2025-11-01,C100029,2858,2912,54,1.05,56.7,55,3118.5
R010030,2025-11-01,C100030,5005,5066,61,1.02,62.22,55,3422.1
R010031,2025-11-01,C100031,4773,4854,81,1.02,82.62,55,4544.1
R010032,2025-11-01,C100032,2479,2547,68,1.03,70.04,55,3852.2
R010033,2025-11-01,C100033,5515,5601,86,1.02,87.72,55,4824.6
R010034,2025-11-01,C100034,2347,2406,59,1.04,61.36,55,3374.8
R010035,2025-11-01,C100035,2203,2266,63,1.05,66.15,55,3638.25
R010036,2025-11-01,C100036,2454,2486,32,1.04,33.28,55,1830.4
R010037,2025-11-01,C100037,5195,5288,93,1.01,93.93,55,5166.15
R010038,2025-11-01,C100038,3098,3156,58,1.05,60.9,55,3349.5
R010039,2025-11-01,C100039,3269,3321,52,1.05,54.6,55,3003.0
R010040,2025-11-01,C100040,4085,4128,43,1.05,45.15,55,2483.25
R010041,2025-11-01,C100041,3403,3500,97,1.03,99.91,55,5495.05
R010042,2025-11-01,C100042,5723,5795,72,1.06,76.32,55,4197.6
R010043,2025-11-01,C100043,5074,5111,37,1.05,38.85,55,2136.75
R010044,2025-11-01,C100044,2537,2619,82,1.03,84.46,55,4645.3
R010045,2025-11-01,C100045,3200,3242,42,1.03,43.26,55,2379.3
R010046,2025-11-01,C100046,5531,5624,93,1.02,94.86,55,5217.3
R010047,2025-11-01,C100047,3472,3504,32,1.04,33.28,55,1830.4
R010048,2025-11-01,C100048,3997,4051,54,1.06,57.24,55,3148.2
R010049,2025-11-01,C100049,2789,2881,92,1.02,93.84,55,5161.2
R010050,2025-11-01,C100050,5370,5410,40,1.02,40.8,55,2244.0
R010051,2025-11-01,C100051,4919,4952,33,1.06,34.98,55,1923.9
R010052,2025-11-01,C100052,4906,4936,30,1.03,30.9,55,1699.5
R010053,2025-11-01,C100053,3114,3160,46,1.04,47.84,55,2631.2
R010054,2025-11-01,C100054,2212,2288,76,1.05,79.8,55,4389.0
R010055,2025-11-01,C100055,5221,5289,68,1.01,68.68,55,3777.4
R010056,2025-11-01,C100056,4233,4281,48,1.06,50.88,55,2798.4
R010057,2025-11-01,C100057,4216,4273,57,1.05,59.85,55,3291.75
R010058,2025-11-01,C100058,2107,2173,66,1.03,67.98,55,3738.9
R010059,2025-11-01,C100059,2356,2410,54,1.02,55.08,55,3029.4
R010060,2025-11-01,C100060,1609,1696,87,1.01,87.87,55,4832.85
R010061,2025-11-01,C100061,3984,4040,56,1.01,56.56,55,3110.8
R010062,2025-11-01,C100062,3260,3305,45,1.06,47.7,55,2623.5
R010063,2025-11-01,C100063,2320,2386,66,1.04,68.64,55,3775.2
R010064,2025-11-01,C100064,4812,4909,97,1.01,97.97,55,5388.35
R010065,2025-11-01,C100065,5021,5108,87,1.02,88.74,55,4880.7
R010066,2025-11-01,C100066,4002,4085,83,1.05,87.15,55,4793.25
R010067,2025-11-01,C100067,2388,2443,55,1.03,56.65,55,3115.75
R010068,2025-11-01,C100068,2462,2505,43,1.05,45.15,55,2483.25
R010069,2025-11-01,C100069,2373,2413,40,1.04,41.6,55,2288.0
R010070,2025-11-01,C100070,5018,5048,30,1.05,31.5,55,1732.5
R010071,2025-11-01,C100071,1795,1872,77,1.04,80.08,55,4404.4
R010072,2025-11-01,C100072,5374,5456,82,1.06,86.92,55,4780.6
R010073,2025-11-01,C100073,4217,4256,39,1.03,40.17,55,2209.35
R010074,2025-11-01,C100074,2738,2822,84,1.04,87.36,55,4804.8
R010075,2025-11-01,C100075,5546,5638,92,1.02,93.84,55,5161.2
R010076,2025-11-01,C100076,3489,3579,90,1.02,91.8,55,5049.0
R010077,2025-11-01,C100077,4982,5074,92,1.03,94.76,55,5211.8
R010078,2025-11-01,C100078,4225,4289,64,1.02,65.28,55,3590.4
R010079,2025-11-01,C100079,5397,5455,58,1.02,59.16,55,3253.8
R010080,2025-11-01,C100080,5423,5500,77,1.04,80.08,55,4404.4
R010081,2025-11-01,C100081,3324,3388,64,1.04,66.56,55,3660.8
R010082,2025-11-01,C100082,2009,2078,69,1.06,73.14,55,4022.7
R010083,2025-11-01,C100083,4187,4286,99,1.06,104.94,55,5771.7
R010084,2025-11-01,C100084,3942,4019,77,1.05,80.85,55,4446.75
R010085,2025-11-01,C100085,4723,4815,92,1.06,97.52,55,5363.6
R010086,2025-11-01,C100086,5677,5712,35,1.02,35.7,55,1963.5
R010087,2025-11-01,C100087,1923,1961,38,1.06,40.28,55,2215.4
R010088,2025-11-01,C100088,4213,4282,69,1.05,72.45,55,3984.75
R010089,2025-11-01,C100089,2710,2809,99,1.02,100.98,55,5553.9
R010090,2025-11-01,C100090,4532,4581,49,1.05,51.45,55,2829.75
R010091,2025-11-01,C100091,4262,4335,73,1.04,75.92,55,4175.6
R010092,2025-11-01,C100092,4788,4831,43,1.03,44.29,55,2435.95
R010093,2025-11-01,C100093,5466,5501,35,1.04,36.4,55,2002.0
R010094,2025-11-01,C100094,3706,3772,66,1.05,69.3,55,3811.5
R010095,2025-11-01,C100095,4588,4651,63,1.05,66.15,55,3638.25
R010096,2025-11-01,C100096,2880,2913,33,1.05,34.65,55,1905.75
R010097,2025-11-01,C100097,4519,4610,91,1.02,92.82,55,5105.1
R010098,2025-11-01,C100098,3904,3970,66,1.03,67.98,55,3738.9
R010099,2025-11-01,C100099,2909,2942,33,1.01,33.33,55,1833.15
R010100,2025-11-01,C100100,3859,3910,51,1.04,53.04,55,2917.2
R010101,2025-11-01,C100101,4326,4406,80,1.01,80.8,55,4444.0
R010102,2025-11-01,C100102,3002,3036,34,1.04,35.36,55,1944.8
R010103,2025-11-01,C100103,3845,3932,87,1.03,89.61,55,4928.55
R010104,2025-11-01,C100104,5151,5212,61,1.05,64.05,55,3522.75
R010105,2025-11-01,C100105,5583,5647,64,1.05,67.2,55,3696.0
R010106,2025-11-01,C100106,3269,3307,38,1.02,38.76,55,2131.8
R010107,2025-11-01,C100107,3726,3786,60,1.05,63.0,55,3465.0
R010108,2025-11-01,C100108,3329,3393,64,1.05,67.2,55,3696.0
R010109,2025-11-01,C100109,4768,4838,70,1.05,73.5,55,4042.5
R010110,2025-11-01,C100110,1895,1967,72,1.03,74.16,55,4078.8
R010111,2025-11-01,C100111,5025,5061,36,1.01,36.36,55,1999.8
R010112,2025-11-01,C100112,2038,2096,58,1.05,60.9,55,3349.5
R010113,2025-11-01,C100113,5372,5447,75,1.02,76.5,55,4207.5
R010114,2025-11-01,C100114,2906,2999,93,1.01,93.93,55,5166.15
R010115,2025-11-01,C100115,4347,4395,48,1.04,49.92,55,2745.6
R010116,2025-11-01,C100116,3368,3458,90,1.03,92.7,55,5098.5
R010117,2025-11-01,C100117,2701,2739,38,1.03,39.14,55,2152.7
R010118,2025-11-01,C100118,2697,2748,51,1.02,52.02,55,2861.1
R010119,2025-11-01,C100119,5226,5292,66,1.02,67.32,55,3702.6
R010120,2025-11-01,C100120,4920,5013,93,1.02,94.86,55,5217.3
R010121,2025-11-01,C100121,5422,5488,66,1.01,66.66,55,3666.3
R010122,2025-11-01,C100122,4624,4724,100,1.03,103.0,55,5665.0
R010123,2025-11-01,C100123,4651,4747,96,1.05,100.8,55,5544.0
R010124,2025-11-01,C100124,3351,3445,94,1.02,95.88,55,5273.4
R010125,2025-11-01,C100125,4945,5008,63,1.02,64.26,55,3534.3
R010126,2025-11-01,C100126,5272,5346,74,1.05,77.7,55,4273.5
R010127,2025-11-01,C100127,3677,3754,77,1.02,78.54,55,4319.7
R010128,2025-11-01,C100128,4834,4932,98,1.03,100.94,55,5551.7
R010129,2025-11-01,C100129,3733,3833,100,1.05,105.0,55,5775.0
R010130,2025-11-01,C100130,5313,5379,66,1.02,67.32,55,3702.6
R010131,2025-11-01,C100131,4069,4129,60,1.03,61.8,55,3399.0
R010132,2025-11-01,C100132,2736,2788,52,1.04,54.08,55,2974.4
R010133,2025-11-01,C100133,2328,2419,91,1.02,92.82,55,5105.1
R010134,2025-11-01,C100134,1872,1911,39,1.06,41.34,55,2273.7
R010135,2025-11-01,C100135,4363,4455,92,1.03,94.76,55,5211.8
R010136,2025-11-01,C100136,3990,4028,38,1.02,38.76,55,2131.8
R010137,2025-11-01,C100137,5336,5403,67,1.04,69.68,55,3832.4
R010138,2025-11-01,C100138,2927,2971,44,1.01,44.44,55,2444.2
R010139,2025-11-01,C100139,2354,2409,55,1.03,56.65,55,3115.75
R010140,2025-11-01,C100140,1810,1861,51,1.03,52.53,55,2889.15
R010141,2025-11-01,C100141,4613,4678,65,1.04,67.6,55,3718.0
R010142,2025-11-01,C100142,2912,2953,41,1.02,41.82,55,2300.1
R010143,2025-11-01,C100143,4659,4709,50,1.03,51.5,55,2832.5
R010144,2025-11-01,C100144,4431,4509,78,1.01,78.78,55,4332.9
R010145,2025-11-01,C100145,2091,2163,72,1.01,72.72,55,3999.6
R010146,2025-11-01,C100146,4613,4687,74,1.04,76.96,55,4232.8
R010147,2025-11-01,C100147,1831,1918,87,1.05,91.35,55,5024.25
R010148,2025-11-01,C100148,4891,4949,58,1.06,61.48,55,3381.4
R010149,2025-11-01,C100149,4038,4125,87,1.06,92.22,55,5072.1
R010150,2025-11-01,C100150,5317,5408,91,1.03,93.73,55,5155.15
R010151,2025-11-01,C100151,2493,2536,43,1.03,44.29,55,2435.95
R010152,2025-11-01,C100152,5231,5293,62,1.04,64.48,55,3546.4
R010153,2025-11-01,C100153,2850,2882,32,1.04,33.28,55,1830.4
R010154,2025-11-01,C100154,3766,3849,83,1.06,87.98,55,4838.9
R010155,2025-11-01,C100155,4196,4241,45,1.05,47.25,55,2598.75
R010156,2025-11-01,C100156,2572,2608,36,1.05,37.8,55,2079.0
R010157,2025-11-01,C100157,4322,4390,68,1.03,70.04,55,3852.2
R010158,2025-11-01,C100158,5052,5124,72,1.04,74.88,55,4118.4
R010159,2025-11-01,C100159,4711,4779,68,1.06,72.08,55,3964.4
R010160,2025-11-01,C100160,4607,4694,87,1.03,89.61,55,4928.55
R010161,2025-11-01,C100161,3956,4021,65,1.01,65.65,55,3610.75
R010162,2025-11-01,C100162,3056,3121,65,1.03,66.95,55,3682.25
R010163,2025-11-01,C100163,3075,3171,96,1.03,98.88,55,5438.4
R010164,2025-11-01,C100164,3560,3609,49,1.03,50.47,55,2775.85
R010165,2025-11-01,C100165,1739,1775,36,1.05,37.8,55,2079.0
R010166,2025-11-01,C100166,4441,4530,89,1.05,93.45,55,5139.75
R010167,2025-11-01,C100167,2227,2283,56,1.03,57.68,55,3172.4
R010168,2025-11-01,C100168,3569,3651,82,1.05,86.1,55,4735.5
R010169,2025-11-01,C100169,2469,2524,55,1.06,58.3,55,3206.5
R010170,2025-11-01,C100170,5007,5042,35,1.02,35.7,55,1963.5
R010171,2025-11-01,C100171,3911,3968,57,1.04,59.28,55,3260.4
R010172,2025-11-01,C100172,2126,2174,48,1.02,48.96,55,2692.8
R010173,2025-11-01,C100173,4541,4600,59,1.06,62.54,55,3439.7
R010174,2025-11-01,C100174,4065,4128,63,1.03,64.89,55,3568.95
R010175,2025-11-01,C100175,2417,2480,63,1.02,64.26,55,3534.3
R010176,2025-11-01,C100176,1896,1973,77,1.02,78.54,55,4319.7
R010177,2025-11-01,C100177,3366,3396,30,1.05,31.5,55,1732.5
R010178,2025-11-01,C100178,4621,4719,98,1.05,102.9,55,5659.5
R010179,2025-11-01,C100179,5520,5553,33,1.05,34.65,55,1905.75
R010180,2025-11-01,C100180,2036,2103,67,1.03,69.01,55,3795.55
R010181,2025-11-01,C100181,3401,3484,83,1.03,85.49,55,4701.95
R010182,2025-11-01,C100182,4493,4579,86,1.04,89.44,55,4919.2
R010183,2025-11-01,C100183,4532,4580,48,1.02,48.96,55,2692.8
R010184,2025-11-01,C100184,2344,2415,71,1.01,71.71,55,3944.05
R010185,2025-11-01,C100185,4205,4250,45,1.04,46.8,55,2574.0
R010186,2025-11-01,C100186,4409,4464,55,1.05,57.75,55,3176.25
R010187,2025-11-01,C100187,4356,4387,31,1.05,32.55,55,1790.25
R010188,2025-11-01,C100188,3620,3713,93,1.03,95.79,55,5268.45
R010189,2025-11-01,C100189,5353,5412,59,1.04,61.36,55,3374.8
R010190,2025-11-01,C100190,3812,3902,90,1.06,95.4,55,5247.0
R010191,2025-11-01,C100191,1784,1841,57,1.05,59.85,55,3291.75
R010192,2025-11-01,C100192,4434,4499,65,1.02,66.3,55,3646.5
R010193,2025-11-01,C100193,3397,3490,93,1.05,97.65,55,5370.75
R010194,2025-11-01,C100194,2321,2416,95,1.03,97.85,55,5381.75
R010195,2025-11-01,C100195,1831,1884,53,1.03,54.59,55,3002.45
R010196,2025-11-01,C100196,4859,4933,74,1.05,77.7,55,4273.5
R010197,2025-11-01,C100197,3654,3724,70,1.04,72.8,55,4004.0
R010198,2025-11-01,C100198,5232,5312,80,1.03,82.4,55,4532.0
R010199,2025-11-01,C100199,4875,4912,37,1.04,38.48,55,2116.4
R010200,2025-11-01,C100200,1811,1885,74,1.02,75.48,55,4151.4
R010201,2025-11-01,C100201,2365,2431,66,1.04,68.64,55,3775.2
R010202,2025-11-01,C100202,5448,5533,85,1.05,89.25,55,4908.75
R010203,2025-11-01,C100203,2735,2773,38,1.04,39.52,55,2173.6
R010204,2025-11-01,C100204,2412,2499,87,1.02,88.74,55,4880.7
R010205,2025-11-01,C100205,2074,2113,39,1.05,40.95,55,2252.25
R010206,2025-11-01,C100206,1693,1749,56,1.02,57.12,55,3141.6
R010207,2025-11-01,C100207,2297,2394,97,1.03,99.91,55,5495.05
R010208,2025-11-01,C100208,2491,2542,51,1.03,52.53,55,2889.15
R010209,2025-11-01,C100209,4334,4420,86,1.04,89.44,55,4919.2
